age,monthly_spend,tenure_months,support_tickets,usage_score,contract_type,churn
0.3513850778045685,2.182376788701361,-0.2558745224580402,-0.3882548840802835,0.8927235344485238,-1,1
-1.80030098127978,0.16907512713317696,1.6407289410055337,-1.884878473637655,2.4751511592509994,0,0
-0.9077001169019487,1.3654792166546077,-1.3499860465149938,-0.7327520931708165,1.534017290709706,-2,1
1.1682212079314684,-2.0014907475601724,-0.10380668113433723,1.528139485382591,-2.402106893177724,3,1
-0.2517107614451548,-1.7050382601915082,-1.3735563919321288,0.3200750447972187,-0.8234427625361009,-1,0
1.6437509027705373,-0.09391931400536913,-2.658476431854212,0.222244025618478,-1.220149703599517,1,1
0.7186339112806608,0.17269660273819354,0.8495852645378883,0.9175927670876078,-0.9204246743680242,1,1
-1.3270131105874856,0.4035240221145713,0.4960884962925648,-0.4172789822359111,1.3576112660611592,0,0
1.014997761597493,-0.7470098608193845,0.8098878169738728,1.544007243619538,-1.9712219689226693,0,1
-1.1555515212141847,-0.4426182461055199,-0.03269031700120314,-0.8399940079208386,1.061477305833714,-1,0
-0.9823816646904551,0.6086074703082403,-1.074305386226487,0.3598791334115852,0.6197568378528949,-1,0
-0.7221539660305041,0.024767893106571126,0.2320062831488026,-0.939225029187915,1.2007258247510963,2,1
-1.9862037617029689,1.3618400960214265,-0.5434727588295352,0.016623024058392888,2.0605470259197434,2,1
-2.565378393491756,0.47336755063550906,0.6264660917775864,-0.8306921549377697,2.5747240693615057,2,0
-0.055609365750472484,-3.3488790489674063,2.060822801135346,-0.6808166021346345,-1.0770442108742893,-1,0
2.717216810461983,-1.6252331887689453,0.4562387973673141,1.231455465390173,-3.1109653374621686,3,1
0.6994603603016541,-1.1400298009387442,0.8808673306940777,0.8950605556919778,-1.4821495563162186,1,1
-1.592498158205374,1.4093792065436208,-0.022818760730348216,-0.1485070665114916,1.8891817713832573,1,0
-0.561066215904275,2.246359381877626,-0.5788158141185104,0.6699984190077564,1.0257569813914715,1,0
-1.0317290260954677,-0.9648479951279645,-0.7637886999948825,-1.1180058267304251,0.9030355790985877,-1,0
0.2779133865818544,0.8505239346614998,-0.24105425031666827,-0.6613731256452273,0.5862598398561055,0,1
-1.5912885537718167,0.3014117829921257,0.6788438705261987,-1.213092934979507,1.9522190084194515,0,0
0.5087304641254011,1.961567538316207,1.5054822847113456,-0.9649137396940424,1.1937014898678628,1,0
-0.6626406211934232,0.4410188310916653,1.4142951060044213,-2.0447615278422795,1.9633232566462984,1,0
0.482226208529977,-1.8913453683423933,-0.5265493094207659,0.39451086995571416,-1.1769803220097548,3,1
-0.10351881714934297,-2.563679705552241,0.19149285167317392,-0.15681723206124676,-1.149640763180011,-3,0
-2.1593270659945247,1.2949867829433876,-1.2385631890346671,-2.009022688203588,3.2894937582922035,0,1
-1.5039779746055264,-1.3543969968273557,0.9130920305297793,-2.2642916860644826,1.8281367172322813,0,0
-0.008784996780688004,1.9599716579107442,-0.8758917171492806,-0.18127475251343772,1.1405683776331277,2,0
2.5459772783059025,-1.4964682191500749,-0.842922332241793,1.4481949555393214,-3.1334357734575553,2,1
1.8965524061990395,-1.1821386529730495,-1.8381794994044593,2.013357904212681,-3.170640828640222,-2,1
-1.1371159174525627,-0.24824687521776756,-0.32701368599348823,-0.5399567738158337,0.9561769522321923,-1,0
-2.070078043141311,1.838987132271221,0.08985616291338219,-1.4585845949962923,3.0907688528302586,0,0
-0.36422509987204643,-1.049002879335609,-1.057602200784928,-0.40954041366846705,0.14321923355442295,1,1
0.0006922446560373441,-1.526337495871497,0.002238750924302561,1.435765190263544,-1.469909922402664,1,1
-0.09297311708555545,-2.489634266351105,0.5712476595884974,-0.2198281244558764,-1.0316140760460084,-2,0
0.20313568528640213,0.7998419175426816,0.09796326447612663,-2.2950196043776487,1.7243242884409753,1,0
-0.25644289509994156,-1.9774444363289674,0.4627427167043018,-0.03790953030970046,-0.7477312394599308,-1,0
-0.3550866419874037,-0.3495355052412308,-1.1961868702359317,-0.18680693918966873,0.3540255301581599,2,1
0.8790446671931553,2.7239816093197557,0.25110659900152,0.17146798476459257,0.5849624677025494,1,0
-1.4633398903189643,0.5328851416730052,-1.739401971936737,-1.0690758934140305,1.792674786651469,-1,0
-1.4578226189969463,-0.2991708406342919,-0.237325303796526,-2.4160952012031203,2.2977929020807766,-1,0
0.3072218274298941,-3.7662520353267137,1.3165461721846896,-0.08055144004918391,-1.921510736388432,-1,0
0.5434554496387438,-1.3235395021518315,-1.8355464107883155,0.8732861079657169,-1.459246526670424,0,1
-0.7416967504923189,-0.3242107691687792,0.38039105389790073,0.05001538240918091,0.24042739259292456,-1,0
-0.4906635619062738,-1.355893315201107,1.2786238880511476,0.12226934480032159,-0.3773132956218206,-1,0
